name,email,phone,age,sex,address,city
황예진,heocunja@gimgimbag.com,044-533-6866,9,M,인천광역시 영등포구 반포대가,안산시 단원구
고동현,seunghyeoni@naver.com,052-975-8407,42,M,인천광역시 도봉구 테헤란787로 (성호안동),수원시 영통구
윤도윤,mijeongi@daum.net,043-836-9068,76,M,울산광역시 은평구 도산대거리 (미정이안리),청주시 상당구
김정호,yeongsug05@yangseo.kr,063-180-9628,26,M,충청북도 의정부시 삼성41로 (순자오서리),천안시 서북구
정시우,hyejin04@naver.com,010-7465-2983,67,F,경상북도 영동군 언주가 (하은이동),화성시
심명자,bgang@ii.com,062-710-3148,17,F,부산광역시 강동구 선릉064로 (보람이박동),고양시 덕양구
김재현,jungsui@igim.kr,063-694-4832,23,M,충청북도 성남시 중원구 가락80거리 (정남고마을),안양시 동안구
전예준,simyejun@daum.net,041-263-5728,39,M,전라남도 태백시 양재천로,정선군
김승현,noeungyeong@ju.net,011-643-8016,77,F,서울특별시 서대문구 봉은사로,부천시
문영환,uryu@jusighoesa.com,017-521-1200,67,F,경상북도 홍성군 논현25길,제천시
박윤서,syu@naver.com,018-350-0919,30,M,충청북도 화성시 삼성37로 (예진김마을),홍성군
김영희,hayun71@ju.com,032-227-4776,70,F,서울특별시 동작구 잠실로,의왕시
박서영,subin18@ijeonhong.com,062-126-2178,80,F,충청북도 양양군 가락3로 (명자오김마을),영월군
김서영,jongsu40@daum.net,011-276-2670,9,F,대구광역시 은평구 오금로 (민준김리),청주시 상당구
최하은,jeongyunseo@daum.net,018-556-1832,71,M,강원도 안성시 선릉50로,부천시 소사구
오경숙,gimyunseo@live.com,044-684-1257,37,F,광주광역시 용산구 논현39거리 (윤서김박면),안양시
이민재,seojun36@dreamwiz.com,016-735-5002,45,M,전라북도 아산시 반포대5거리,홍천군
박정훈,bagjeongja@gmail.com,053-338-5100,12,M,인천광역시 금천구 백제고분거리,파주시
노상현,eunjui@gmail.com,070-1498-9444,52,M,전라남도 서천군 도산대141로 (민수주오동),보은군
홍성호,seongmin85@jusighoesa.org,044-492-1386,33,M,충청남도 동두천시 영동대거리 (상철박동),시흥시
박정자,iseohyeon@gmail.com,010-3410-4677,61,F,부산광역시 마포구 강남대379가 (춘자구전면),삼척시
오지훈,jisugja@dreamwiz.com,052-522-0019,64,F,서울특별시 구로구 잠실가,의정부시
최지훈,kna@sonyun.com,063-840-3928,18,M,광주광역시 동대문구 테헤란48로 (광수이양마을),구리시
박재현,ngim@gimi.kr,063-108-4152,24,F,인천광역시 서초구 테헤란거리,김포시
엄도현,geonugim@gimcoe.net,044-794-6308,13,M,인천광역시 서초구 서초대13로 (상훈유동),부천시
양상훈,rsong@naver.com,032-298-9992,46,F,세종특별자치시 중구 서초대거리,청주시 청원구
김영자,bi@dreamwiz.com,042-092-4327,17,M,서울특별시 영등포구 테헤란로,포천시
박건우,seoyeongbag@naver.com,033-106-1062,11,M,강원도 파주시 양재천거리,인제군
박서연,seunghyeono@naver.com,064-741-5228,58,F,대전광역시 강동구 개포75거리,안산시 상록구
김정자,doyunju@yuhanhoesa.com,010-1497-6446,29,F,인천광역시 강북구 반포대1로,청주시 서원구
김민준,abag@hanmail.net,063-100-5786,25,M,충청북도 홍천군 영동대2길 (지훈류김동),보은군
이예은,jeongsughong@hanmail.net,019-869-8097,15,F,울산광역시 강남구 서초중앙거리 (현숙김면),용인시 기흥구
안혜진,jinuseo@hanmail.net,052-604-0790,11,M,경상남도 철원군 백제고분거리,이천시
심서연,cgo@hanmail.net,063-252-1204,62,F,경상남도 괴산군 강남대4길,수원시 영통구
김하은,jeongja12@hanmail.net,054-548-4792,37,F,경기도 공주시 영동대길,안양시 만안구
이은주,hyeonjungo@daum.net,016-359-4813,65,M,대전광역시 북구 양재천30거리 (예은박면),성남시 중원구
김지혜,gimsanghyeon@igimi.com,054-883-7446,72,F,부산광역시 서초구 테헤란920길,부천시
김현우,jihu01@yuhanhoesa.com,018-611-7300,64,F,충청남도 고양시 덕양구 강남대거리 (광수최면),강릉시
송숙자,bagyeonghyi@nate.com,043-574-2965,50,F,광주광역시 서대문구 역삼1가,양양군
김정순,sangceol36@hanmail.net,019-029-2472,38,M,부산광역시 강북구 언주096로 (은영박문동),고양시 일산동구
홍현지,minseo66@naver.com,017-051-9345,46,M,제주특별자치도 고양시 덕양구 테헤란18거리,부여군
박영진,junseoyun@yuhanhoesa.com,032-493-5584,55,F,울산광역시 강동구 테헤란62가,안양시 만안구
김상철,mgim@seoi.org,033-534-8992,6,F,광주광역시 도봉구 가락가 (영수최이동),증평군
윤민준,zi@dreamwiz.com,033-675-6740,75,F,세종특별자치시 도봉구 역삼465로 (순옥한읍),충주시
이진호,jihu80@sonhwanggim.com,031-521-2772,45,F,세종특별자치시 마포구 잠실로,청양군
김동현,borami@dreamwiz.com,043-733-9892,7,F,경상북도 옥천군 테헤란01길,파주시
이중수,jiyeonseo@honggimi.kr,02-0344-2978,68,M,인천광역시 은평구 언주가,남양주시
김예은,donghyeonsong@gmail.com,033-183-7839,9,F,전라북도 부천시 서초대7길 (상철이황리),증평군
이재호,jiweon61@ibagnam.net,043-248-7940,49,F,세종특별자치시 마포구 테헤란316길,부여군
김순자,oyejun@dreamwiz.com,061-203-9056,42,F,서울특별시 용산구 도산대5로 (재현이면),양주시
노영진,bagmisug@jusighoesa.com,054-561-2515,50,M,울산광역시 구로구 서초중앙거리 (정훈이리),양평군
장영진,bagjeongho@yuhanhoesa.com,032-986-4444,22,F,충청북도 청주시 상당구 서초대길 (현정허김마을),속초시
한윤서,seohyeon48@daum.net,044-454-2969,80,F,울산광역시 성북구 개포거리 (지후유이동),수원시 장안구
김준영,xnam@yuhanhoesa.kr,063-134-7087,24,M,강원도 평택시 강남대로 (동현홍노동),천안시 동남구
최서윤,bagjunseo@daum.net,044-574-9610,31,M,부산광역시 관악구 양재천거리 (지은최이동),괴산군
한영자,hyeonsuggim@yu.org,032-316-6956,29,M,경기도 시흥시 잠실2거리,보령시
송선영,ogsun99@gmail.com,054-166-9357,65,F,대구광역시 서대문구 오금24로,용인시 수지구
김현우,byeongceol56@dreamwiz.com,054-376-0952,61,F,강원도 성남시 중원구 봉은사가 (성진장김리),부여군
이서현,boram09@live.com,017-721-6728,61,M,대전광역시 동작구 삼성457로 (은주조서리),수원시 권선구
김민재,eunjii@live.com,063-442-8386,16,M,충청남도 원주시 반포대07길 (도윤최안마을),음성군
김정자,yejihong@bagcoemun.org,043-784-1422,59,F,경상남도 남양주시 서초중앙53거리,용인시 수지구
양현우,gimyeongho@gimgo.org,018-702-5704,48,F,울산광역시 도봉구 가락거리 (정호김동),동해시
손도윤,ycoe@gimryu.com,051-563-6933,28,M,부산광역시 용산구 반포대2가 (수진이박리),안양시 만안구
양도윤,jan@anibag.kr,010-9452-0245,35,M,세종특별자치시 동대문구 강남대로 (지현이마을),안성시
백종수,baggyeongja@icoe.com,070-9406-8983,54,F,충청남도 용인시 양재천길,청양군
이중수,iseunghyeon@nate.com,032-233-1737,61,F,전라북도 충주시 가락281거리 (은경이면),인제군
최성민,coejinu@naver.com,02-8003-5614,44,M,강원도 부천시 도산대86가 (수민김박면),원주시
박현주,ogim@daum.net,016-262-0758,68,M,인천광역시 동작구 영동대924가,양평군
이성진,isanghyeon@hanmail.net,052-813-4115,20,F,울산광역시 양천구 삼성가,파주시
박미경,minseog22@iii.net,010-7448-0128,20,M,부산광역시 영등포구 백제고분405길,당진시
이은정,yeongsig82@nate.com,070-2170-1160,42,M,경상남도 동두천시 압구정270가 (현숙홍김동),평택시
김은경,myeongja47@daum.net,043-753-2878,51,F,대전광역시 성동구 선릉541거리 (예지이동),용인시 기흥구
김경숙,gweonyeonggil@live.com,016-900-9016,5,F,경기도 청양군 가락21가 (혜진이동),단양군
박지민,lryu@live.com,042-898-1314,50,F,강원도 양구군 잠실040거리,충주시
권상철,jieun64@gimi.kr,019-803-1530,42,M,세종특별자치시 구로구 석촌호수로,횡성군
윤건우,seojun73@naver.com,041-905-6248,80,M,제주특별자치도 동두천시 학동길,가평군
강정식,sugja39@daum.net,044-724-1074,72,F,세종특별자치시 양천구 선릉5로 (예지김리),평택시
이서준,jiyeong57@hotmail.com,031-950-5217,44,F,광주광역시 중랑구 서초중앙가 (순자이면),화천군
우서연,yujingim@ju.net,019-139-1396,67,F,대전광역시 광진구 학동로 (건우오면),금산군
홍수진,baggyeongsu@live.com,055-657-9377,70,M,서울특별시 양천구 개포516로 (수빈김마을),이천시
김성현,ai@yuhanhoesa.kr,062-657-0301,48,M,대구광역시 노원구 반포대860로,파주시
백상현,ryuseoyun@daum.net,032-848-4657,68,M,경상북도 논산시 서초대8길 (우진김손면),화성시
김성수,yunseoo@hotmail.com,054-659-2855,47,F,충청남도 고양시 일산동구 언주길 (준영이홍읍),고양시
윤준서,gweongyeonghyi@ju.com,070-7414-0894,36,F,부산광역시 강서구 선릉551가,청주시 흥덕구
황준서,idoyun@jusighoesa.kr,052-857-4991,39,F,전라북도 평창군 도산대로,수원시 영통구
최지은,igim@songhong.org,02-1596-1704,54,F,부산광역시 서대문구 반포대가,예산군
문하윤,caeweon30@naver.com,055-073-7164,21,M,울산광역시 노원구 삼성가,강릉시
이시우,seongsubag@jusighoesa.net,02-6632-0723,31,F,대전광역시 종로구 오금892길,안산시
이지후,yeweonbag@ii.com,053-347-3277,20,F,경상남도 안양시 가락거리,부천시 오정구
김동현,hyeonju23@naver.com,061-808-2009,64,F,충청남도 안산시 상록구 선릉4로,안양시 동안구
김지은,areum80@naver.com,032-003-7038,47,M,대전광역시 영등포구 반포대8길 (하윤이읍),서산시
최정숙,seojeonghun@igimgim.com,052-477-9598,29,F,대구광역시 동대문구 강남대245가,논산시
이현주,ibyeongceol@jusighoesa.kr,064-710-1329,53,F,세종특별자치시 마포구 테헤란거리 (민지최안리),금산군
김은정,eunju39@nate.com,054-791-8296,72,F,충청북도 태안군 백제고분거리 (정웅박면),홍천군
손상호,iyeongil@yu.com,051-499-1038,9,F,대구광역시 성북구 학동길,동두천시
김준혁,myeongjagweon@bagbag.kr,051-466-2089,32,F,세종특별자치시 용산구 가락거리,파주시
양상훈,iyeongjin@honggim.com,011-262-8544,76,F,제주특별자치도 광주시 봉은사029가,안산시
이영환,eunjeong77@ju.org,064-755-5134,73,F,충청남도 천안시 동남구 잠실15거리 (중수권이동),양양군
김진호,sugja85@live.com,043-118-2687,67,F,제주특별자치도 고양시 덕양구 백제고분240로,성남시
이순옥,gyeonghyi62@yuhanhoesa.kr,051-247-1428,66,M,충청북도 보은군 양재천47가 (영일박문동),수원시 영통구
김경자,chong@hanmail.net,018-763-8537,55,F,서울특별시 영등포구 학동276가,이천시
박현준,jongsu24@live.com,064-784-7098,32,F,경상남도 아산시 오금06가,제천시
김수빈,jeongwangsu@daum.net,011-334-1115,26,M,충청북도 의왕시 오금로 (지은박김동),고양시 덕양구
장하은,jiweongang@inam.net,016-477-3049,9,M,부산광역시 영등포구 압구정가,강릉시
송영호,seoyungim@daum.net,016-851-6714,7,F,경기도 청양군 양재천길,안양시 만안구
홍경수,si@hotmail.com,054-828-1837,26,M,경상북도 부천시 오정구 선릉거리 (지후김권읍),수원시 권선구
최정호,oi@iigang.org,051-482-6372,27,F,전라남도 양주시 테헤란8거리 (미정김리),아산시
권지훈,gimseunghyeon@daum.net,018-718-2429,34,M,경상북도 고양시 일산서구 역삼1로,단양군
이지민,eunjeongyang@nate.com,055-752-3291,66,F,세종특별자치시 용산구 서초대47길 (진호구김리),성남시 분당구
류은영,minjae22@yu.net,053-125-7702,17,M,전라남도 고양시 일산서구 잠실거리 (하윤이동),강릉시
진정웅,myeongsug87@iyang.net,019-643-9467,39,F,경기도 부여군 학동거리 (정웅배마을),파주시
최성현,yeongceolcoe@naver.com,054-028-8122,32,M,광주광역시 서초구 선릉262길 (상훈김리),의왕시
구성훈,yeonghwangim@naver.com,032-766-7576,76,M,제주특별자치도 보령시 압구정51가,충주시
김영철,jseo@hano.org,061-416-0354,15,F,광주광역시 서대문구 선릉길 (혜진이박면),안양시 동안구
이시우,eunyeongjo@ii.com,070-4049-1531,50,F,강원도 부천시 서초중앙가 (정숙김마을),성남시 수정구
김경자,mijeong81@jingimbag.org,011-043-1719,8,M,전라남도 화성시 석촌호수791길 (정순박박마을),아산시
민시우,xgo@hanmail.net,064-716-1091,48,F,경기도 부천시 백제고분34거리,안산시 상록구
이정식,eunji39@daum.net,011-841-1079,20,F,강원도 이천시 영동대0가,천안시 동남구
조민석,gangseongmin@gimhong.com,070-3662-8154,68,M,대구광역시 강동구 양재천길 (민지김동),정선군
김지혜,sbag@gmail.com,019-771-5298,46,F,전라남도 예산군 언주39길 (예은박면),성남시 중원구
김도윤,jeongnamjang@jusighoesa.com,018-255-4109,60,M,울산광역시 남구 잠실가 (지후전면),수원시 팔달구
김재호,bageunyeong@jusighoesa.com,051-624-6296,66,M,제주특별자치도 당진시 가락052가,오산시
강종수,coejeongsun@nate.com,011-281-1094,55,F,서울특별시 서대문구 오금95길,군포시
최지원,hyejin41@yu.org,031-091-7860,5,M,경기도 횡성군 영동대거리,연천군
김현우,sgim@bagbaggim.com,016-963-0863,60,F,울산광역시 성북구 논현09길,양구군
김미숙,jeongjai@gimganghong.net,055-395-1409,43,F,경상남도 청주시 상당구 서초대8로,홍성군
엄현준,jiu10@gimisong.kr,044-556-4989,76,M,경기도 파주시 오금644로 (서현김박리),보은군
노예은,gimsanghyeon@iigim.com,016-918-1051,53,M,대전광역시 성동구 테헤란로 (재현이마을),양평군
김영자,yeongjin34@jusighoesa.kr,019-411-3808,6,F,인천광역시 성동구 개포8로,남양주시
윤준영,yi@hotmail.com,02-6607-8553,25,F,제주특별자치도 공주시 논현32가,의왕시
서도윤,qyang@hanmail.net,042-094-0858,22,M,경상북도 안산시 상록구 테헤란0거리 (도윤이마을),제천시
김준서,jeonghyio@daum.net,041-928-7907,68,M,서울특별시 중랑구 영동대5로 (상철정리),예산군
지도윤,yeongjin58@gimobag.org,044-590-7839,13,M,인천광역시 은평구 논현거리,부천시 오정구
조정남,bgu@jusighoesa.kr,011-423-1147,76,F,인천광역시 동작구 압구정3길,속초시
이성진,xcoe@yu.com,011-805-2956,31,M,광주광역시 강동구 역삼758거리,안양시 만안구
이정식,jia88@live.com,044-565-5440,44,F,인천광역시 강서구 테헤란19길,천안시 서북구
김정호,seungmin13@yu.com,053-895-5710,54,F,강원도 안산시 서초대618길,청양군
이영환,yeonghyi01@sinryu.kr,019-481-9753,7,F,대구광역시 중구 도산대742가 (건우류이마을),고성군
이아름,dohyeongim@hotmail.com,055-379-9003,53,M,울산광역시 도봉구 잠실거리,동두천시
권영숙,gimsubin@hotmail.com,011-352-7173,38,F,광주광역시 중구 테헤란길,옥천군
이영숙,ai@gmail.com,041-357-3878,13,F,인천광역시 중구 역삼98길,정선군
류영일,jungsugim@hotmail.com,054-475-5506,72,F,충청남도 충주시 백제고분3길 (서현이강면),양평군
박미정,gbag@nate.com,010-5375-1875,5,F,전라남도 청주시 청원구 논현377길 (성수김장동),청주시 상당구
이영미,kbag@yuhanhoesa.com,062-533-2014,47,M,광주광역시 서구 봉은사길 (은영김장마을),공주시
김숙자,najihun@hanmail.net,070-3858-0500,33,M,충청북도 괴산군 테헤란183가,양양군
장미영,isugja@daum.net,041-675-8342,31,F,부산광역시 중구 반포대길,원주시
박민수,minjijang@gimgimgim.kr,064-743-2102,23,F,경기도 청주시 상당구 백제고분6가 (순자오박면),포천시
최은정,minjun85@naver.com,064-786-8967,23,F,경기도 부천시 소사구 영동대6길 (지혜오이마을),평택시
김우진,ijiweon@live.com,044-059-3693,59,M,전라북도 논산시 가락3길 (은영박정읍),서산시
황현준,sineunseo@sonijeong.com,044-419-4559,47,M,충청남도 공주시 가락거리,과천시
최우진,yunseogim@hanmail.net,055-398-5681,38,F,경상북도 평창군 도산대가 (예진장리),여주시
이민준,ibag@naver.com,016-974-1032,41,F,광주광역시 강동구 강남대가 (지훈김동),안양시 동안구
서성수,jinu64@jusighoesa.kr,031-106-7752,54,F,울산광역시 노원구 잠실108로 (지현오노동),철원군
한채원,myun@yunjang.com,044-250-9218,17,M,제주특별자치도 철원군 양재천거리 (중수김읍),아산시
유은경,ho@naver.com,02-8348-4610,62,M,전라북도 용인시 처인구 서초중앙길,연천군
김지아,gimhyeonu@hanmail.net,070-1057-1040,26,F,울산광역시 관악구 압구정06로,당진시
이민지,miyeongcoe@live.com,062-077-0621,11,M,울산광역시 성북구 영동대5거리,안산시 상록구
이민수,jeongsugim@naver.com,017-171-2704,47,M,광주광역시 강서구 서초대60가,원주시
최성호,yeongil69@dreamwiz.com,041-880-8084,9,M,강원도 동두천시 개포56거리 (재호김이읍),안산시 단원구
최성진,gangjongsu@hwangmuno.kr,052-896-3383,58,F,대전광역시 광진구 양재천006거리 (지연진이읍),청주시 상당구
최민석,ijeongja@ju.kr,032-610-0509,58,F,서울특별시 서구 가락로 (영길진읍),양양군
한현정,gimsubin@seoijang.net,031-641-5930,17,M,울산광역시 양천구 봉은사거리 (지아이이리),보은군
이정순,misug93@iyangcoe.com,044-107-0380,62,M,제주특별자치도 수원시 논현47가 (민석임동),안산시
박혜진,cjo@ju.com,019-350-9093,75,F,서울특별시 동구 봉은사로,안양시
박재호,junyeong48@gmail.com,062-061-3529,47,F,부산광역시 강서구 삼성007가,용인시
류정수,ogjaha@gimicoe.com,011-315-8481,52,M,울산광역시 강북구 역삼거리,논산시
성아름,minjae76@ganggim.com,054-179-3525,36,F,경상북도 과천시 개포가 (현정김김읍),태안군
배정수,siuson@daum.net,033-515-0944,19,M,부산광역시 서초구 압구정가 (춘자김동),청주시 청원구
홍은정,hbaeg@gmail.com,044-059-5417,32,M,충청북도 평택시 강남대길 (은지백읍),단양군
김은서,seongsubae@naver.com,032-090-4506,15,F,대전광역시 성북구 선릉441로,음성군
권예원,iminseo@nate.com,011-002-9184,11,F,울산광역시 서초구 도산대가 (성현손면),가평군
박은서,yeongjin08@gimhan.kr,016-167-7056,56,M,서울특별시 관악구 도산대길 (경숙신이리),용인시 처인구
이도현,angwangsu@ju.com,070-9631-4635,9,M,충청남도 수원시 권선구 반포대21거리 (서현김동),수원시 권선구
양서준,junho45@hangim.org,042-877-9888,57,M,전라남도 춘천시 역삼108로,철원군
김혜진,yejin44@ju.com,043-115-3638,18,F,전라남도 동두천시 언주939로 (춘자한읍),하남시
임재호,yeweon16@yu.org,054-918-7274,19,M,전라남도 이천시 양재천로,금산군
이영자,dohyeon31@yu.kr,070-1077-6971,33,M,경기도 서천군 백제고분가 (은주이동),성남시 수정구
이옥자,ysong@daum.net,061-735-9398,56,F,부산광역시 남구 개포43가 (서윤이리),진천군
강준혁,ljin@dreamwiz.com,061-857-2098,71,M,경상남도 연천군 논현길 (선영최허읍),진천군
송민지,sanghuni@hanmail.net,019-583-2227,16,M,서울특별시 강남구 백제고분길 (수빈안백읍),안성시
류정남,bgang@hotmail.com,016-338-7790,62,M,대전광역시 송파구 역삼1길,아산시
서진우,goseoyeong@naver.com,041-165-6327,61,F,세종특별자치시 강남구 압구정77가,제천시
곽성민,bagujin@jusighoesa.com,052-121-2323,42,F,경상북도 진천군 논현62가 (미정윤김마을),서산시
이채원,msong@hanmail.net,062-785-1003,52,F,인천광역시 북구 개포로,충주시
이정수,di@daum.net,054-936-9338,40,M,부산광역시 영등포구 선릉길,광주시
김영자,icoe@janggim.com,070-5201-0460,39,F,전라남도 군포시 영동대가 (영환허동),용인시
남준호,yeongja87@gmail.com,055-229-0518,60,F,강원도 삼척시 영동대141거리,천안시 서북구
황정호,jiu01@ju.kr,062-509-2095,38,M,대전광역시 강서구 삼성73길,고성군
황서윤,sunjai@hanmail.net,010-6141-4402,70,M,제주특별자치도 음성군 봉은사로 (옥자강이읍),수원시
최지우,hseong@ju.kr,044-398-0673,69,F,전라북도 청주시 흥덕구 삼성길,예산군
황승민,yeeuni@gimi.com,02-1277-4623,66,F,경상남도 옥천군 봉은사가,아산시
김영숙,jaehyeon24@yu.kr,018-694-5776,51,M,경기도 보령시 역삼로,고양시 덕양구
한현주,jeongunggim@ju.com,019-324-2894,47,F,경상남도 안산시 서초중앙로 (서윤이동),수원시 권선구
이수진,seojimin@nate.com,064-758-5710,64,M,인천광역시 종로구 백제고분길,단양군
송숙자,myeongsug58@yu.com,070-8226-1675,73,F,강원도 포천시 강남대223길 (도윤권최동),충주시
김준서,ki@dreamwiz.com,064-742-2168,17,F,경상북도 동두천시 테헤란로,연천군
박지아,jiyeon93@naver.com,02-1240-0486,6,F,대구광역시 중랑구 역삼가 (현준이김읍),구리시
김지민,ayu@ii.com,044-487-1528,44,F,부산광역시 은평구 서초대8거리,충주시
한재현,jihyei@ryugang.net,064-717-9565,24,F,충청남도 제천시 언주로,안성시
류진호,jeongsug60@coeeom.com,031-330-3959,73,M,대구광역시 중랑구 학동가,철원군
손성진,dbae@nami.net,052-394-2381,32,F,경상남도 연천군 서초대611가 (건우김면),여주시
심서영,mgim@hanmail.net,044-973-0240,26,F,충청북도 청양군 삼성57길 (재현구마을),의왕시
민정자,yeongjinyang@gwaghwangseo.com,043-259-3766,46,M,대전광역시 양천구 석촌호수가 (지연허마을),계룡시
이정순,jeonghyi17@ju.kr,044-178-4258,17,F,강원도 과천시 도산대로 (건우성이동),인제군
김순옥,ihyeonji@naver.com,043-264-7732,11,M,충청남도 구리시 반포대길 (도윤전이동),영월군
이우진,sujin84@nate.com,010-0231-8188,36,M,제주특별자치도 옥천군 가락길,양양군
박채원,seoyeon48@jusighoesa.com,052-084-5932,7,M,경기도 서천군 반포대1가,용인시 수지구
조영진,fgweon@coeina.org,031-772-7914,22,M,제주특별자치도 횡성군 백제고분로 (지현윤마을),부여군
류예진,siujo@ju.kr,070-0649-0286,40,M,전라남도 인제군 강남대가,금산군
이예준,jeongjai@naver.com,019-262-6521,35,M,경상북도 인제군 양재천로 (도윤성리),부천시
나진우,myeongja86@hotmail.com,010-6660-9095,63,M,충청남도 영동군 선릉가 (현지강마을),논산시
서정수,jeongunggim@yuhanhoesa.com,044-862-4567,80,F,강원도 수원시 영통구 역삼907거리 (준영박동),청주시 상당구
박재현,seoyeongim@jusighoesa.com,042-273-0788,53,F,강원도 원주시 반포대로,오산시
이준호,igo@yuhanhoesa.com,061-667-3675,36,M,강원도 옥천군 서초대길,포천시
나예은,ecoe@jusighoesa.net,032-908-6693,17,F,전라북도 인제군 압구정길 (은주홍강리),수원시
김지현,jangdonghyeon@live.com,032-173-8281,70,F,전라북도 서산시 오금335거리 (현정김동),서천군
박지은,seonyeong74@gangigim.com,044-247-2113,79,F,인천광역시 중구 양재천92거리,속초시
김하윤,vgim@hotmail.com,064-712-3395,7,F,서울특별시 성동구 잠실523가,안산시
김민서,gwangsu65@ju.net,043-331-6368,80,M,광주광역시 금천구 영동대06거리 (중수김면),보은군
권승현,xcoe@gmail.com,010-7593-0622,57,M,충청남도 제천시 압구정012길 (민석구심마을),홍성군
이수민,mgim@hanmail.net,044-972-7425,8,F,제주특별자치도 천안시 동남구 언주로 (동현이마을),광주시
이종수,eunjuju@yuhanhoesa.kr,016-298-3943,41,F,충청북도 양평군 석촌호수000거리 (정남강동),당진시
윤현지,yeeun39@anbae.com,019-951-0424,29,F,전라북도 양주시 도산대067가 (혜진이읍),성남시 분당구
이영자,ihyeonjeong@yuhanhoesa.com,011-014-5556,30,F,경상남도 연천군 테헤란길,진천군
김준서,yi@naver.com,017-055-0449,36,M,강원도 부천시 소사구 언주길,고양시 일산서구
김은서,yeweon20@daum.net,02-8700-8118,5,M,대전광역시 양천구 강남대거리 (예원박읍),당진시
이중수,cjang@dreamwiz.com,011-312-1438,57,M,강원도 성남시 중원구 개포7거리 (정훈박양리),이천시
박서준,yeongsun06@ju.kr,011-292-1563,75,F,강원도 수원시 팔달구 반포대52로,오산시
송영식,ogim@hanmail.net,061-207-7285,71,M,광주광역시 성북구 언주로 (정식김이리),하남시
송예은,jeonghyigu@seohan.com,043-764-5696,55,F,울산광역시 강동구 봉은사거리 (경수류신동),제천시
박수진,sanghyeon13@hotmail.com,041-999-8165,36,M,강원도 삼척시 개포49로 (하은이김읍),보령시
장서현,yi@yu.com,044-646-4014,11,F,인천광역시 중구 논현468거리 (정웅배읍),옥천군
이지현,jeonghogim@jinisin.com,041-744-7350,21,M,서울특별시 노원구 봉은사로 (영식류한리),청주시 흥덕구
장성현,yejigim@ii.org,070-9909-2352,34,M,대구광역시 강남구 테헤란길,여주시
박민지,yeongjai@gimgimgim.kr,011-220-7448,22,F,경상북도 홍천군 선릉48거리 (민지김면),충주시
김정수,dgim@live.com,010-3893-7723,48,M,대구광역시 서구 개포53길,동해시
주승민,caeweonjang@ganggimjang.net,017-670-5539,33,M,강원도 옥천군 서초대길,여주시
양상호,ugim@ryuijang.kr,017-473-4468,71,F,대구광역시 은평구 양재천길 (미정이면),오산시
이중수,myeongsug28@icoe.org,02-2425-6028,47,F,울산광역시 중구 학동318거리 (진호최이면),안양시 동안구
김채원,sheo@daum.net,070-2689-3596,5,M,경상북도 서산시 양재천8가,천안시 동남구
김하윤,gimeunju@naver.com,041-530-9325,50,F,세종특별자치시 동구 학동93길,청주시 상당구
최영순,myeongja11@coegim.kr,070-2170-8095,44,F,울산광역시 노원구 삼성7거리,단양군
민예은,sunoghong@daum.net,054-579-2937,9,F,충청북도 서산시 삼성324로,양주시
한예준,bbag@live.com,042-087-9912,15,M,경기도 괴산군 삼성가 (예지진리),용인시 처인구
박중수,jiabag@baegju.kr,052-715-4560,79,F,전라남도 여주시 봉은사1로 (진우김이마을),구리시
오재호,gimhyeonsug@ryucoe.org,053-244-3394,27,M,부산광역시 중랑구 테헤란길 (지영고박리),포천시
김영길,jeonghyi03@hanmail.net,031-129-2832,48,M,경기도 이천시 서초중앙거리,청양군
이선영,hyeonu71@seoi.org,043-574-1087,28,M,부산광역시 구로구 압구정가,의정부시
임은정,songeunjeong@gimgim.com,033-350-4649,57,F,세종특별자치시 강남구 양재천로 (현정김면),천안시 동남구
김영숙,ijeonghun@jusighoesa.kr,041-702-1586,14,M,대전광역시 동대문구 가락거리 (서준차이마을),영동군
김민서,yeongjao@iyunyang.kr,016-736-5161,30,F,대전광역시 종로구 봉은사44길,연천군
성민재,misuggang@live.com,02-5653-3009,73,M,제주특별자치도 청주시 상당구 석촌호수길,청주시 서원구
박성민,yeweongim@icoe.kr,041-880-3526,70,F,충청남도 예산군 서초대7길,논산시
이영자,ihyeonjun@baeibag.com,043-122-0423,35,M,부산광역시 은평구 역삼로 (정희문최마을),양구군
서영미,gimgyeongja@hanmail.net,044-553-7083,24,F,세종특별자치시 은평구 도산대가 (성호오구리),영동군
한성훈,gimcaeweon@igim.kr,051-879-8627,50,F,충청북도 태백시 선릉376로,고양시 덕양구
이옥순,donghyeon40@hotmail.com,010-6536-7710,54,M,부산광역시 동구 백제고분9가 (성훈홍리),의정부시
노현준,sanghyeonbag@gimgim.org,017-456-1614,41,F,충청북도 부천시 오정구 서초대28로 (지은성임면),의왕시
남준영,sunja94@jusighoesa.net,043-061-5232,44,M,대전광역시 중구 서초대355거리 (영호황송리),태백시
박미경,hyeonu24@hanmail.net,016-174-1974,53,M,서울특별시 성동구 영동대0로 (성민홍마을),서산시
고영자,iseoyun@yuhanhoesa.com,052-783-9026,51,F,충청남도 성남시 중원구 압구정로,서산시
장선영,gyeongjahan@ju.com,051-793-0602,30,M,경기도 보령시 삼성7길,고성군
김지우,munsangceol@hanmail.net,032-301-1357,63,M,대전광역시 영등포구 오금93길 (성수조면),성남시 중원구
조채원,gimyeongsun@yuhanhoesa.com,063-912-8197,21,M,광주광역시 강동구 역삼가,부여군
